自分,が
失敗,する
人,から
心,が
それ,が
不安,な
それ,が
人,は
人,は
自分,は
一つ,に
人,は
心,も
それ,を
誰,の
好き,じゃ
好き,じゃ
それ,は
僕,を
人,の
自分,が
難儀,な
私,に
人,に
誰,も
自分,に
エヴァ,に
エヴァ,に
エヴァ,に
僕,は
他,に
他,に
僕,に
僕,に
僕,は
あんた,なんか
おまえ,なんか
僕,は
嫌い,ね
嫌い,です
嫌い,だ
嫌い,です
嫌い,だ
エヴァ,に
人,に
人,に
どちら,が
今,の
確か,に
エヴァ,そのもの
本当,の
自分,から
それ,が
雨,、
夕日,。
朝,。
青い空,。
みんな,、
何,を
何,が
何,を
私,を
ほしいもの,は
そばにいて,も
ここ,に
私,の
ママ,の
行きたくない,。
お父さん,の
行きたくない,。
私,が
何,を
何,を
幸せ,で
それ,は
僕,に
これ,は
僕,を
これ,は
あなた,は
そうだ,。
それら,は
あなた,の
僕,と
誰,も
あんた,バカ
あなた,の
今,の
今,の
今,の
どれ,も
あなた,の
あなた,の
何,より
これ,は
自由,の
自由,？
何者,に
これ,が
僕,が
不安,な
自分,の
何,も
君,の
不自由,を
あなた,は
自分,の
それ,は
これ,が
世界,に
時,の
君,自身
おまえ,を
あなた,が
これ,は
自分,が
ここに,は
僕,しか
自分,以外
自分,の
他,の
あなた,は
他,の
他人,と
一番,最初
母親,は
なん,だ
なん,だ
何,甘え
ギャー,！
仕方,ない
シンジ,っ
あなた,も
君,の
君,は
バカ,言っ
今日,も
むぅ,…
いつ,つつつ
ごめんね,、
むぅぅ,！
カァ,〜
鈴原,こそ
ほんま,、
なん,で
尻,に
あんた,も
何,よ
アスカ,が
何,よ
何,よ
起立！礼！着席！,EOS
綾波レイ,です
あんた,こそ
わ,は
そうだ,、
僕,の
そうだ,、
現実世界,は
現実,を
現実,を
現実,を
真実,は
晴れ,の
雨,の
雨,の
人間,の
あんた,バカ
自分,が
僕,は
自分,が
僕,は
僕,は
そうだ,、
僕,は
僕,は
僕,は
クックックワァクッ,！
私,と
好き,で
誰か,、
お願いだから,、
そうだ,、
カヲル,君
彼,は
そうかな,…
何,が
父さん,に
どこ,だろ
ミサトさん,、
誰か,教え
エヴァンゲリオン,初号
父さん,や
みんな,が
みんな,の
嘘,ね
そっ,か
他人,の
そうかもしれない,。
自分,が
そうかもしれない,。
人,から
それ,は
他人,の
一人,に
他人,と
私,は
綾波レイ,。
あなた,、
あなた,も
みんな,、
他,の
あなた,は
偽り,で
人,の
私,は
他,の
人,と
あなた,が
人,の
自分,が
自分,だけ
なん,だ
全て,の
それ,が
人,は
人,で
ここ,は
ミサトさん,の
僕,は
僕,の
僕,の
ミサトさん,は
パパ,が
私,は
好き,な
嘘,よ
あなた,は
加持,君
加持,君
男,は
お父さん,と
不潔,。
無様,ね
本当の自分,は
私,は
私,は
不安,な
誰か,が
一人,で
心,の
そのため,に
ここ,は
アスカ,の
てこ,と
アスカ,は
私,は
なん,だ
医者,も
妙,に
社会的,立場
あなた,は
それ,は
あなた,の
私,は
一緒,に
誰,も
一人,は
僕,を
私,を
私,を
これ,は
あなた,の
これ,が
真実,は
あなた,の
時,とともに
これ,が
たくさん,ある
あなた,が
僕,が
誰,も
これ,は
破滅,を
これ,が
現実,って
あなた,の
時間,と
君,が
今,は
君,の
生きよう,と
閉鎖,さ
自分,の
自分,の
これ,は
閉塞,さ
嫌い,な
それ,が
あなた,自身
ママーッ,！
誰,に
シンクロ率,ゼロ
私,が
惣流・アスカ・ラングレー,だ
諜報,二
綾波レイ,。
碇,司令
猫,が
ダミー,で
あなた,に
君,に
失望,！
フンフンフンフンフン,(
歌,は
歌,は
僕,の
僕,は
フィフス,チルドレン
カヲル,で
僕,も
フィフス,チルドレン
渚カヲル,。
委員会,が
マルドゥック,の
リツコ,さん
フィフス,の
今日,の
全て,の
MAGI,による
君,が
綾波レイ,。
君,は
フィフス,の
今,、
シンジ,君
現在,、
今日,は
僕は君,と
シャワー,だ
だめ,な
一時的,接触
他人,を
人間,は
時間,だ
君,と
ガラス,の
僕,が
コウイ,…
ネルフ,。
われら,の
約束の日,の
ネルフ,と
われわれ,に
私,、
私,、
何,の
誰,の
フィフス,チルドレン
ここ,が
クワァッ,！
ウウッ,！
君,は
僕,に
人間,が
僕は君,に
これ,です
マヤ,ちゃん
ここ,で
エヴァ,弐号
無人,です
誰,も
セントラルドグマ,に
弐号,機
使徒,…
目標,は
だめ,です
目標,は
セントラルドグマ,の
マルボルジェ,全
老人,は
最後,の
予定通り,だ
碇,。
装甲,隔壁
目標,は
エヴァ初号機,に
嘘,だ
事実,よ
出撃,、
エヴァ初号機,、
初号,機
カヲル,君
アスカ,、
エヴァ,シリーズ
カヲル,君
エヴァ,は
エヴァ,両機
目標,、
初号,機
人,の
これ,まで
光波,、
目標,および
最終,安全装置
ヘヴンズ,ドア
日向,君
なん,だ
状況,は
A.T.フィールド,です
ターミナル,ドグマ
結界,の
だめ,です
アダム,…
カヲル,君
僕,が
自ら,の
何,を
遺言,だ
君たち,に
カヲル,君
僕,に
僕,なんか
彼,は
葛城,、
葛城,、
ヒカリ,…
私,、
嫌い,…
今度,私
ロンギヌスの槍,、
エヴァ,シリーズ
使徒,殲滅
最近,の
冬月,、
使徒,が
碇,、
使徒,を
弐号,機
司令,！
エヴァ,弐号
弐号,機
目標,接近
目標,は
目標,の
何,やっ
言い訳,は
膠着,状態
パターン,青
MAGI,は
答え,を
先,に
レイ,、
レイ,、
だめ,です
目標,、
展開中,、
使徒,が
危険,です
エヴァ,弐号
目標,、
危険,ね
アスカ,、
エヴァ,弐号
出撃,よ
だめ,です
アスカ,！
このまま,じゃ
誰,？
私,。
あなた,誰
私,と
私,の
サビ,シイ
一人,が
私たち,は
それ,を
それ,は
レイ,っ
初号,機
出撃,だ
何,よ
A.T.フィールド,展開
碇,君
これ,は
だめ,！
A.T.フィールド,反転
使徒,を
レイ,、
だめ,、
レイ,、
コア,が
目標,、
了解,、
エントリープラグ,の
生存者,の
赤木,博士
レベル,C
了解,。
作業,、
これ,で
約束,の
碇,の
冬月,を
新た,な
シンジ,君
ミサトさん,…
シンジ,君
ペンペン,、
シンジ,君
綾波,！
何,が
何,が
これ,が
そうだ,、
ゼーレ,の
われわれ,も
私,は
気,の
君,が
他,に
確実,な
こいつ,は
パスコード,は
あなた,の
冬月,と
エヴァ,シリーズ
エヴァンゲリオン,、
第三新東京市,の
完成,を
約束,の
リツコ,さん
無駄,よ
ここ,の
綾波レイ,の
ここ,が
レイ,の
赤木,博士
エヴァ,？
最初,の
エヴァ,の
ただ,の
あなた,の
リツコ,！
これ,が
綾波,…
これ,が
ここ,に
人,は
ヒト,…
みんな,、
魂,の
ここ,に
ウフフフフ,…
あんた,、
バカ,な
それ,こそ
エヴァ,に
仮定,が
精神,崩壊
アスカ,ちゃん
毎日,あの
彼女,なり
人形,は
近代,医学
私,だって
最近,の
弐号,機
ネクローシス,は
アポトーシス,作業
セカンドインパクト,を
逆,に
それ,が
葛城,さん
エヴァ,13号
上海,経由
エヴァ,を
ここ,に
委員会,の
久しぶり,に
アスカ,！
嫌,よ
何,よ
ドイツ,から
あたし,に
へん,、
シンクロ,グラフ
アスカ,、
シンクロ率,は
弐号,機
アスカ,、
アスカ,の
無理,も
総務,担当者
臨界点,突破
ネコ,で
女,だ
心,を
心,を
はん,、
何,よ
私たち,は
私,は
みんな,、
シンジ,、
アスカ,も
学校,どころ
エヴァ,弐号
VA,の
あなた,は
総員,、
使徒,！
使徒,を
衛星,軌道
ここ,から
てこ,と
レイ,は
了解,、
バックアップ,？
冗談,じゃ
アスカ,！
葛城,三佐
ここ,で
ラストチャンス,、
弐号,機
凍結,な
これ,を
ミス,は
目標,、
敵,の
心理,グラフ
使徒,が
こんち,くしょ
陽電子,消滅
だめ,です
弐号,機
光線,の
可視,波長
アスカ,は
危険,です
私,の
イタイ,！
嫌,ぁ
私,の
アスカ,！
心理,グラフ
精神,回路
アスカ,戻っ
命令,よ
嫌,、
アスカ,…
加速器,、
電圧,上昇
強制,収束
地球,自転
薬室,内
最終,安全装置
だめ,です
弐号,機
L.C.L.,の
だめ,です
生命維持,を
何,が
私,は
一緒,に
ママ,！
パパ,も
弐号,機
パイロット,、
目標,、
僕,が
いかん,！
今,、
ロンギヌスの槍,を
A.T.フィールド,の
セントラルドグマ,10番
碇,、
委員会,は
時計,の
老人,たち
ゼーレ,が
今,、
理由,は
理由,？
弐号,機
生命維持,、
あれ,が
目標,確認
カウントダウン,入り
目標,、
エヴァ,弐号
ロンギヌスの槍,は
第一宇宙速度,を
回収,は
弐号,機
機体,回収
アスカ,は
パイロット,の
嫌い,嫌い
最後の仕事,か
拉致,さ
今,より
うち,の
身内,に
諜報,2
加持リョウジ,。
彼,と
久しぶり,です
非礼,を
議題,と
委員会,で
われわれ,は
先生,！
リョウコ,ら
教授,も
たま,に
君,は
碇,？
君,の
碇,君
これ,読ま
碇ユイ,君
家庭,に
S2,機関
われわれ,に
神,を
碇ゲンドウ,。
六分儀ゲンドウ,？
冬月,先生
本当,か
それ,を
君,が
セカンドインパクト,。
これ,が
冬月,教授
君,か
運,良く
失礼,、
はがき,？
碇,！
妻,が
それ,は
ユイ,も
君,の
今回,の
そのため,の
彼女,は
例,の
葛城,？
こっち,の
その後,国連
私,は
君,は
君,の
セカンドインパクト,の
これ,は
われわれ,で
もと,は
あれ,が
赤木,君
MAGI,と
MAGI,？
これ,は
エヴァ,！
われわれ,の
神,の
冬月,。
葛城,さん
葛城,さん
母さん,、
他,の
彼女,は
リッ,ちゃん
上,で
飽き,も
今日,紹介
昔,から
嫌,ね
L.C.L.,変化
送信,部
疑似,回路
碇,所長
碇,、
ユイ,君
それ,が
私,の
リッ,ちゃん
そうだ,。
母さん,、
来月,から
誰だ,！
技術開発,部
発令,所
嘘,！
あれ,が
所長,、
シンジ,で
レイ,ちゃん
綾波レイ,に関する
MAGI,-
3つ,の
今日,、
そうそう,、
男と女,は
幸せ,の
道,に
大きなお世話,よ
一人,で
人,の
所長,が
嘘,！
ばあさん,は
ばあさん,は
ばあさん,は
ばあさん,は
ばあさん,は
あなた,の
所長,が
あなた,の
あなた,の
あなた,の
あなた,の
あなた,の
キールローレンツ,を
君,か
ご無沙汰,です
真実,に
葛城,、
葛城,、
午後,、
バカ,…
使徒,を
拘束具,が
初号,機
エヴァ,シリーズ
我ら,ゼーレ
碇ゲンドウ,。
始まったな,。
エヴァ,両機
時間,が
破棄,決定
MAGI,は
椅子,は
違和感,あり
今,は
ケイジ,に
内部,に
目視,できる
迂闊,に
す,、
われわれ,が
これ,も
鈴,は
委員会,、
初号,機
適切,な
予備,と
拒絶,さ
プラグ,の
何,よ
これ,が
エヴァ初号機,に
何,よ
人,の
人,の
ただ,の
これ,も
次,の
何,も
シンジ,君
今度,は
今,は
否定,は
シンジ,君
生命,の
シンジ,君
MAGI,の
理論,上
なん,だ
なん,だ
これ,は
そうだ,、
敵,、
エヴァ,の
あんた,バカ
理由,なんて
敵,、
敵,、
畜生,、
父さん,！
当たり前,だ
お父さん,が
当たり前,だ
自分,から
これ,に
そうだ,。
なん,だ
必要,だ
他,の
無理,だ
そうだ,、
父さん,と
現在,、
放射,電磁パルス
サルベージ,計画
残念,ながら
失敗,し
人,の
サビ,シイ
これ,まで
シアワセ,って
これ,まで
それ,は
僕,が
敵,…
みんな,の
なにやってんの,、
ミサトさん,も
エヴァ,に
みんな,も
僕,は
僕,の
碇,君
私,と
心,も
電磁波,形
自我,境界
了解,、
了解,、
エヴァ,、
対象,カテクシス
デストルドー,、
了解,、
シンジ,君
碇,君
シンジ,君
シンジ,君
碇,君
シンジ,君
シンジ,君
碇,君
シンジ,君
シンジ,君
碇,君
シンジ,君
シンジ,君
だめ,です
だめ,だ
干渉,中止
Q,エリア
コア,パルス
現状維持,を
体内,アポトーシス
変,です
これ,は
何,を
何,を
何,を
何,を
エヴァ,、
L.C.L.,の
プラグ,内
だめ,です
シンジ,君
ここ,は
エヴァ,の
エヴァ,の
僕,は
シンジ,君
エヴァ,に
僕,は
人,一
シンジ,君
匂い,…
ミサトさん,…
綾波,…
そうだ,、
セカンドインパクト,の
母さん,…
男,だっ
シンジ,…
母さん,…
シンジ,君
そりゃ,分かる
初号,機
結局,、
人造人間,エヴァンゲリオン
私,の
シンジ,君
人,の
リツコ,は
情欲,に
うち,の
他人,を
たばこ,、
そいつ,は
それ,が
それ,も
今,は
こっち,が
や,だ
プレゼント,さ
最後,かも
初号,機
射出,信号
プラグ,側
初号,機
今,の
シンジ,君
碇,司令
父さん,は
父さん,！
L.C.L.,圧縮
子供,の
チクショウ,…
ライト,ブレスト
体液,の
仕事,が
シンジ,君
だめ,かも
碇,君
怪我,は
夢,？
シンジ,…
何,や
碇,君
碇,君
いいじゃない,か
なに,口喧嘩
面会,は
なんや,、
鈴原,、
なんや,、
碇,君
イインチョ,…
なに,？
一つ,、
妹,に
命令違反,、
これら,は
何,か
…。,EOS
おまえに,は
私,だ
シンジ,か
俺,は
アスカ,は
彼女,らしい
それ,は
なに,？
一つ,だけ
みんな,が
鈴原,君
勝手,な
それ,は
無駄,です
僕,は
積極的,に
使徒,だ
総員,第一種
目標,は
現在,、
エヴァ,の
アスカ,に
A.T.フィールド,中和
左腕,の
戦闘,は
レイ,は
エントリー,スタート
L.C.L.,電化
A10神経,、
パルス,逆流
初号,機
碇,…
起動,中止
レイ,！
私,は
君,、
だめ,です
A.T.フィールド,は
うそ,！
こんち,くしょ
アスカ,！
避難訓練,？
弐号,機
アスカ,は
無事,です
チッキ,ショウ
使徒,、
初号,機
ダミー,プラグ
探査,針
コンタクト,、
了解,！
何,！
パルス,消失
ダミー,を
冬月,、
怪我人,は
無事,な
こっち,だ
アスカ,…
シンジ,君
加持,さん
それ,は
僕,は
そうだ,。
それ,を
綾波,！
自爆,する
レイ,！
A.T.フィールド,、
レイ,っ
何,て
シンジ,君
誰,も
最終,装甲
初号,機
ダミー,プラグ
だめ,です
僕,を
父さん,…
僕,は
目標,は
目的地,は
ここ,に
総員,待避
エヴァ初号機,！
ミサトさん,！
5番,射出
エネルギー,が
初号,機
シンジ,君
シンジ,君
あれ,は
今,動か
エ,、
使徒,を
S2,機関
拘束具,が
拘束具,？
初号,機
これ,も
始まったな,。
シン,ちゃん
四号機,が
ここ,は
リツコ,も
自分,を
彼,が
それ,は
ミサトさん,も
なんや,、
あんた,達
飯,も
鈴原,君
おまえ,が
そや,EOS
ヒッカリー,！
デート,の
私,は
ごめんね,アスカ
鈴原,の
見え,見え
あれ,が
鈴原,の
鈴原,が
お昼,、
安心,し
一つ,聞い
何,？
加持,さん
参,号
誰,？
僕,の
加持,さん
一緒,に
それ,は
ミサトさん,とも
彼女,という
男と女,の
僕,に
参,号
各部,、
左腕,圧着
了解,。
エヴァ初号機,と
これ,だ
気,の
エヴァ,を
実験,が
フォース,チルドレン
今日,こそ
参,号
エントリープラグ,、
パルス,送信
了解,。
オールナーブリンク,、
絶対,境界線
実験,中止
だめ,です
使徒,！
松代,にて
被害,、
救助,、
了解,！
事故現場,に
パターン,オレンジ
第一種,、
総員,、
地,、
エヴァ,全
空輸,開始
松代,で
何,グジグジ
今,は
父さん,が
野辺山,で
活動停止,信号
だめ,です
パイロット,は
呼吸,・
エヴァンゲリオン,参
予定通り,野辺山
目標,接近
そうだ,。
目標,って
あんた,まだ
アスカ,？
アスカッ,！
エヴァ,弐号
パイロット,は
目標,移動
レイ,、
了解,EOS
左腕,部
切断,だ
目標,は
人,が
同い年,の
エントリープラグ,…
生命維持,に
パイロット,が
シンジ,、
おまえ,が
カット,です
そうだ,。
今,の
信号,、
官制,システム
感情,素子
これ,が
システム,正常
父さん,、
クッソォ,…
エ,、
フンフフンフンフンフ,〜
こっち,に
そうだ,。
リツコ,は
心配,ない
使徒,、
地下,800m
シンジ,君
ミサトさん,…
あたし,は
ミサトさん,…
シンジ,君
エントリープラグ,回収
了解,。
L.C.L.,の
付着,し
トウジ,…
シンジ,君
今回,の
先,の
被験者,の
彼,の
記憶,の
エヴァ,の
使徒,は
今回,の
これ,まで
それ,は
君,の
使徒,は
12号,室
例,の
今日,も
そうそう,。
レイ,、
学校,は
問題,あり
起立,、
ケンスケ,、
鈴原,！
消滅,！
上の,管理部
テン,マイナス
エヴァンゲリオン,四号機
タイム,スケジュール
予想,さ
妨害工作,の
パー,よ
訳,の
ここ,で
参,号
試作,さ
パイロット,の
信号,パターン
初号,機
機体,の
テストパイロット,は
ダミー,プラグ
4人,目
レイ,、
食事,に
起立,！
なんや,、
ワハハハハ,！
何,よ
松代,で
4人,目
昨日,ね
マルドゥック,機関
正式,な
赤木,博士
仕方,ない
話,づらい
アスカ,は
これ,以上
奇麗事,は
鈴原,、
何,の
プリント,！
なんや,イインチョ
綾波,さん
綾波,と
シンジ,！
綾波,、
女,の
しょうが,ない
なんや,、
なんや,、
ワシ,は
ほんま,、
何,が
シンジ,や
何,？
あれ,が
ほんま,、
街,。
自分,を
この街,が
敵,だらけ
臆病者,の
第三新東京市,、
四号機,の
事実,の
四号機,と
ここ,と
予定,外
ゼーレ,も
死海文書,に
碇,司令
君,は
お仕事,進んで
あなた,の
君,の
地下,の
他人,に
なりふり,構っ
都合,よく
一つ,教え
ネルフ,そのもの
コード,707
ミサトさん,。
なに,？
リツコ,さん
たま,に
僕,、
加持,さん
安心,し
そうだ,、
スイカ,、
何,か
好き,じゃ
葛城,から
プラグ,深度
2年,Aクラス
何,や
鈴原トウジ,、
鈴原,トウジ
昨日,の
エヴァ,参
松代,の
パイロット,は
俺,に
何それ,？
ミサトさん,から
われわれ,は
話,は
トウジ,は
あいつ,は
下校,の
鈴原,！
ワシ,、
鈴原,って
鈴原,…
私,姉妹
残飯,処理
アスカ,か
これ,私たち
フフンフ,〜
フフフンフッフ,〜
シンジ,ってな
彼,の
加持,さん
加持,なんか
B型,ハーモニクス
深度,調整
ミサトさん,、
加持,君
ミサトさん,！
次,は
ケッケッケ,…
西区,の
目標,は
探知,し
パターン,オレンジ
新種,の
MAGI,は
みんな,聞こえる
慎重,に
先行,する
そりゃ,もう
お手本,見せ
戦い,は
シンジ,君
だめ,よ
あなた,、
綾波,、
何,？
パターン,青
何,だ
シンジ,君
碇,君
バカ,！
ミサトさん,！
プラグ,を
だめ,です
ミサトさん,！
シンジ,君
アスカ,、
アスカ,、
影,？
街,が
アスカ,、
命令,よ
葛城,三佐
アンビリカルケーブル,を
それ,じゃあ
内臓,電源
了解,、
サブ,レーザー
確認,、
国連軍,の
影,は
プレッシャー,かけ
昨日,の
あなた,は
生命維持,モード
本体,の
初号,機
嫌,だ
お願い,、
エヴァ,の
現在,、
タイミング,を
作戦,は
シンジ,君
碇,司令
エヴァ,って
あなた,に
嘘,ね
ミサト,、
関空,に
誰,？
誰,？
碇シンジ,。
それ,は
僕は君,だ
2人,？
君,の
みんな,それぞれ
他人,に
自分,が
何,も
何,も
お父さん,の
嫌い,だ
父さん,が
自分,を
みんな,そう
自分,は
僕,が
人間,は
自己欺瞞,だ
呼び方,なんか
嫌,な
あいつ,の
人,の
嫌,だ
エントリープラグ,の
プラグスーツ,の
12分,予定
シンジ,君
父さん,、
自分,から
そうだ,。
自分,の
あなた,は
シンジ,、
ここ,は
保温,も
お母さん,！
エヴァ,両機
A.T.フィールド,、
了解,。
爆雷,投下
何,が
状況,は
全て,の
私,、
何,て
エヴァ,が
シンジ,君
シンジ,君
私,は
私たち,は
葛城,三佐
レイ,や
今日,は
昨日,キール
アダム,は
肝心,の
全て,の
レイ,もか
好き,に
16年前,、
私,だ
シャノン,バイオ
マルドゥック,機関
ここ,が
取締役,の
貴様,の
キャァ,〜
なんちゃって,…
明日,の
てこ,と
残念,ながら
コダマ,お姉ちゃん
メーン,！
まじめ,に
ネクローシス,作業
可逆,グラフ
明日,何
オレンジ,の
ふぁ,〜
ケッ,！
お互い,最後
明日,だ
明日,、
何,話せ
いつか,、
それ,が
お母さん,？
何,を
だめ,。
子供,の
嫌,、
シンジ,君
フフーン,。
値段,より
それ,は
クギュウッ,！
三つ,の
てんとう虫のサンバ,EOS
デート,の
夫婦,みたい
誰,が
3年ぶり,だ
僕,は
人,は
ユイ,は
写真,とか
すべて,は
時間,だ
父さん,！
5歳,の
継続,は
先生,に
誰,も
退屈,な
それ,は
ベー,！
ヒール,か
ミサト,、
学生時代,に
俺,も
そうだ,、
女性,に
勝算,は
リッ,ちゃん
自分,の
京都,、
真摯,に
花火,でも
ホメオスタシス,と
何それ,？
今,を
男と女,だ
残念,だ
じゃあね,。
ミサト,？
あんた,バカ
年,は
葛城,が
無精ひげ,、
加持,君
きれい,に
ごめんね,、
自分,が
加持,君
父,を
結局,、
葛城,が
シンジ,君
子供,な
自分,に
キス,よ
退屈,だ
退屈,だ
お母さん,の
歯,、
鼻息,こそばゆい
クギュッ,、
ガラガラガラガラガラガラガラガラガラ,…
加持,さん
加持,さん
おやすみなさい。,EOS
あんた,と
綾波,…
おかげ,で
そりゃ,よかっ
これ,が
どっち,か
特務機関,ネルフ
バレバレ,か
ネルフ,を
碇,司令
私,の
碇,司令
昨日,の
そりゃ,どうも
それ,が
これ,は
エヴァ,？
セカンドインパクト,から
アダム,？
確か,に
わし,の
敵,や
わし,は
男の子,は
碇,は
ペシミズム,と
シナリオ,から
委員,会
気,を
MAGI,の
タイム,スケジュール
山,、
空,、
太陽,。
水,。
花,。
空,。
血,の
街,。
エヴァ,。
人,は
私,に
エントリープラグ,。
これ,は
私,は
私,の
あなた,誰
シンクロ率,は
パーソナル,パターン
誤差,、
レイ,と
弐号,機
ハーモニクス,、
パイロット,、
あったりまえ,でしょ
書き換え,は
被験者,は
若干,の
バッカ,ねぇ
それ,が
エントリー,、
L.C.L.,電化
第一次,接続
違和感,が
何,が
データ,受信
了解,。
ハーモニクス,、
これ,で
ダミー,システム
感心,し
先輩,を
潔癖症,はね
セルフ,心理
アスカ,、
はいはい,！
何,よ
A10神経,接続
ハーモニクス,レベル
綾波,？
パイロット,の
精神,汚染
プラグ,で
エヴァ,、
シンジ,君
回路,断線
だめ,です
レイ,、
レイ,！
活動停止,まで
パイロット,の
今,は
作戦,課長
ワン,！
ワン,！
ウー,、
ワン,！
ワン,！
嫌,だ
シンジ,君
ミサト,も
予定,外
切り札,は
すべて,、
支障,は
順調,だ
予定通り,だ
エヴァ,三
作業,確認
発令,所
それ,は
大体,ね
MAGI,-
了解,。
異常,無し
ここ,から
時間,は
大丈夫,。
アスカ,、
テスト,スタート
テスト,スタート
シミュレーション,プラグ
システム,を
シミュレーション,プラグ
テスト,は
気分,は
何,か
感覚,が
レイ,、
データ,収集
問題,は
ジレンマ,か
何,言っ
あなた,何
リツコ,が
確認,し
3日,前
拡大,する
浸蝕,だろ
工期,が
そこ,は
無理,ない
明日,まで
了解,。
今,の
了解,。
シンクロ,位置
シミュレーション,プラグ
エヴァ,零
A.T.フィールド,、
シグマ,ユニット
蛋白,壁
実験,中止
だめ,です
ポリソーム,、
レーザー,、
浸蝕,部
レイ,！
レイ,の
浸蝕,部
レイ,は
無事,です
A.T.フィールド,！
何,、
分析,パターン
使徒,？
申し訳,あり
言い訳,は
セントラルドグマ,を
ボックス,は
何,し
シグマ,ユニット
警報,を
誤報,だ
汚染,区域
場所,が
汚染,は
パイロット,を
初号,機
初号,機
シグマ,ユニット
あれ,が
セントラルドグマ,、
好み,が
無菌状態,維持
オゾン,注入
パイプ,周り
変,ね
変,です
汚染,域
だめ,です
今度,は
オゾン,止め
サブ,コンピューター
防壁,を
疑似,エントリー
防壁,を
防壁,を
疑似,エントリー
光学,模様
疑似,エントリー
メイン,ケーブル
だめ,です
レーザー,打ち込ん
A.T.フィールド,発生
保安部,の
保安部,の
メイン,バンク
奴,の
メイン,バス
I/O,システム
カウント,、
電源,が
使徒,、
だめ,です
MELCHIOR,、
人工知能,、
今度,は
ロジック,モード
了解,！
今,まで
MAGI,が
彼ら,は
進化,か
自己,の
MAGI,-
無理,よ
拒否,し
なに,意地張
私,の
あなた,は
進化,の
進化,の
使徒,が
目標,が
CASPER,が
約束,は
R,警報
開発者,の
これ,なら
レンチ,取って
大学,の
25番,の
長い,話
人格,移植
MAGI,が
BALTHASAR,が
人工知能,により
自爆,装置
自爆,範囲
特例,582
BALTHASAR,、
自爆,装置
いかん,！
CASPER,、
自爆,装置
リツコ,、
自爆,装置
大丈夫,、
9秒,、
一秒,って
7秒,、
マヤ,！
4秒,、
2秒,、
人工知能,により
R,警報
何,が
シグマ,ユニット
ミサト,が
科学者,として
人,の
